IAM_Domain,Sub_Domain,Question_ID,Question,ISO_27001_2022,NIST_800_53_Rev5,SOC_2_TSC,GDPR,PCI_DSS_4_0,HIPAA,CIS_Controls,Answer_Type,Notes
Advanced IAM Capabilities,Identity Threat Detection,ADV-024,Are impossible travel scenarios detected and alerted?,"A.8.16, A.8.15","SI-4, SI-4(5)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Impossible travel detection
Advanced IAM Capabilities,Identity Threat Detection,ADV-025,Are credential stuffing attacks detected and blocked?,"A.8.16, A.8.23","SI-4, AC-7","CC7.2, CC6.2",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Credential stuffing protection
Advanced IAM Capabilities,Automated Response,ADV-026,Can accounts be automatically disabled when suspicious activity is detected?,"A.8.16, A.5.18","IR-4(5), AC-2(3)","CC7.3, CC6.2",Article 32,Req 10.6.1,164.308(a)(6)(ii),CIS 17.2,Yes/No,Automated account disable
Advanced IAM Capabilities,Automated Response,ADV-027,Are automated remediation workflows triggered for IAM policy violations?,"A.8.16, A.5.18","IR-4(5), AC-3","CC7.3, CC6.2",Article 32,Req 10.6.1,164.308(a)(6)(ii),CIS 17.2,Yes/No,Automated remediation
Advanced IAM Capabilities,Identity Orchestration,ADV-028,Is identity orchestration used to automate complex IAM workflows?,"A.5.16, A.8.6","IA-4, AC-2","CC6.1, CC6.6",Article 32,Req 7.2.1,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Identity orchestration
Advanced IAM Capabilities,Identity Orchestration,ADV-029,Are workflows customizable without code changes?,"A.8.6, A.8.32","AC-2, CM-3","CC6.1, CC7.1",Article 32,Req 7.2.1,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,No-code workflow customization
Advanced IAM Capabilities,Quantum-Ready Crypto,ADV-030,Are quantum-resistant cryptographic algorithms being evaluated for IAM?,"A.8.24, A.5.14","SC-12, SC-13","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 3.11,Yes/No,Post-quantum readiness
Cloud & Hybrid IAM,Cloud Governance,CLD-011,Are cloud IAM policies enforced via Service Control Policies or Azure Policy?,"A.5.18, A.8.9","AC-3, CM-6","CC6.1, CC6.2",Article 32,Req 7.2.1,164.312(a)(1),CIS 5.4,Yes/No,Policy enforcement
Cloud & Hybrid IAM,Cloud Governance,CLD-012,Is cloud IAM configuration continuously monitored for drift?,"A.8.9, A.8.16","CM-3, SI-4","CC7.1, CC7.2",Article 32,Req 11.5.1,164.308(a)(8),CIS 4.2,Yes/No,Configuration drift detection
Cloud & Hybrid IAM,Cloud Governance,CLD-013,Are Infrastructure as Code (IaC) templates used for consistent IAM deployments?,"A.8.9, A.8.32","CM-2, CM-3","CC7.1, CC8.1",Article 32,Req 2.2.1,164.308(a)(5)(ii)(B),CIS 4.1,Yes/No,IaC for IAM
Cloud & Hybrid IAM,Cloud Governance,CLD-014,Are cloud IAM policies peer-reviewed before deployment?,"A.8.9, A.8.32","CM-3, CM-3(1)","CC7.1, CC8.1",Article 32,Req 6.5.2,164.308(a)(5)(ii)(B),CIS 4.2,Yes/No,Policy peer review
Cloud & Hybrid IAM,Cross-Account Access,CLD-015,Is cross-account access in cloud environments tightly controlled?,"A.5.18, A.8.20","AC-6, AC-20","CC6.1, CC6.2",Article 32,Req 7.2.1,164.312(a)(1),CIS 5.4,Yes/No,Cross-account control
Cloud & Hybrid IAM,Cross-Account Access,CLD-016,Are external IDs or similar mechanisms used to prevent confused deputy attacks?,"A.5.18, A.8.23","AC-3, AC-6","CC6.1, CC6.2",Article 32,Req 7.2.1,164.312(a)(1),CIS 5.4,Yes/No,Confused deputy prevention
Cloud & Hybrid IAM,Workload Identity,CLD-017,Are workload identities used instead of long-term credentials for cloud resources?,"A.5.17, A.5.18","IA-5(7), AC-2","CC6.1, CC6.2",Article 32,Req 8.3.2,164.312(a)(2)(i),CIS 5.2,Yes/No,Workload identity
Cloud & Hybrid IAM,Workload Identity,CLD-018,Are workload identity permissions regularly reviewed and right-sized?,"A.5.18, A.8.2","AC-6, AC-2(12)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Workload permission review
Cloud & Hybrid IAM,Cloud Secrets Management,CLD-019,Are cloud-native secrets management services used?,"A.5.17, A.8.24","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,Secrets management
Cloud & Hybrid IAM,Cloud Secrets Management,CLD-020,Are secrets rotated automatically in cloud environments?,"A.5.17, A.5.18","IA-5(1), IA-5(7)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Automatic secret rotation
Mobile & IoT IAM,BYOD Policy,MOB-011,Is there a formal Bring Your Own Device (BYOD) policy?,"A.6.7, A.5.10","AC-19, PL-4","CC6.1, CC6.4",Article 32,Req 12.1,164.310(b),CIS 13.3,Yes/No,BYOD policy
Mobile & IoT IAM,BYOD Policy,MOB-012,Are personal devices enrolled in MDM before accessing corporate resources?,"A.6.7, A.5.18","AC-19, AC-20","CC6.1, CC6.4",Article 32,Req 5.2.1,164.310(b),CIS 13.3,Yes/No,MDM enrollment requirement
Mobile & IoT IAM,Mobile App Security,MOB-013,Are mobile applications secured with certificate pinning?,"A.8.24, A.8.23","SC-8, SC-13","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Certificate pinning
Mobile & IoT IAM,Mobile App Security,MOB-014,Is jailbreak/root detection implemented in corporate mobile apps?,"A.8.23, A.6.7","SI-3, AC-19","CC6.4, CC7.2",Article 32,Req 5.2.1,164.310(b),CIS 13.3,Yes/No,Jailbreak detection
Mobile & IoT IAM,Mobile App Security,MOB-015,Are mobile app security assessments conducted regularly?,"A.8.29, A.5.36","SA-11, CA-8","CC7.1, CC7.2",Article 32,Req 6.5.8,164.308(a)(8),CIS 18.2,Yes/No,Mobile app assessment
Mobile & IoT IAM,IoT Certificate Management,MOB-016,Are IoT device certificates managed centrally?,"A.5.17, A.5.16","IA-5(2), IA-4","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,IoT certificate management
Mobile & IoT IAM,IoT Certificate Management,MOB-017,Are IoT certificates rotated before expiration?,"A.5.17, A.8.8","IA-5(2), SI-2","CC6.1, CC6.7",Article 32,Req 8.3.10,164.312(a)(2)(iv),CIS 5.2,Yes/No,IoT cert rotation
Mobile & IoT IAM,IoT Device Lifecycle,MOB-018,Is there a formal process for onboarding new IoT devices?,"A.5.16, A.5.18","IA-4, AC-2","CC6.1, CC6.2",Article 32,Req 2.4,164.312(a)(2)(i),CIS 5.1,Yes/No,IoT onboarding process
Mobile & IoT IAM,IoT Device Lifecycle,MOB-019,Are IoT devices decommissioned securely when no longer needed?,"A.8.10, A.8.11","MP-6, SI-12","CC6.1, CC6.2",Article 32,Req 9.8.2,164.310(d)(2),CIS 3.3,Yes/No,IoT decommissioning
Mobile & IoT IAM,IoT Monitoring,MOB-020,Are IoT device communication patterns monitored for anomalies?,"A.8.16, A.8.22","SI-4, SC-7","CC7.2, CC6.6",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,IoT anomaly monitoring
Application Access & Entitlements,Micro-Segmentation,APP-013,Is application access micro-segmented based on user roles?,"A.8.21, A.8.22","SC-7(5), AC-4","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.2,Yes/No,Application micro-segmentation
Application Access & Entitlements,Micro-Segmentation,APP-014,Are network policies dynamically adjusted based on user identity?,"A.8.22, A.5.18","SC-7, AC-3(11)","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.2,Yes/No,Identity-based network policy
Application Access & Entitlements,Application-to-Application,APP-015,Is application-to-application authentication secured?,"A.8.3, A.8.23","IA-9, AC-3","CC6.1, CC6.2",Article 32,Req 6.5.10,164.312(a)(1),CIS 16.11,Yes/No,App-to-app authentication
Application Access & Entitlements,Application-to-Application,APP-016,Are service meshes used to secure microservice-to-microservice communication?,"A.8.22, A.8.23","SC-7, IA-9","CC6.1, CC6.6",Article 32,Req 4.2.1,164.312(e)(1),CIS 12.2,Yes/No,Service mesh implementation
Application Access & Entitlements,Entitlement Mining,APP-017,Is entitlement mining performed to identify unused permissions?,"A.5.18, A.8.2","AC-6(9), AU-6","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Entitlement mining
Application Access & Entitlements,Entitlement Mining,APP-018,Are unused entitlements automatically flagged for removal?,"A.5.18, A.8.2","AC-6(9), AC-2(12)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Unused entitlement flagging
Database Access,Query-Level Access Control,DB-009,Is query-level access control implemented (data masking row-level security)?,"A.5.18, A.8.11","AC-3, MP-6","CC6.1, CC6.2",Article 32,Req 3.2.1,164.312(a)(1),CIS 5.4,Yes/No,Query-level control
Database Access,Query-Level Access Control,DB-010,Is dynamic data masking used to protect sensitive data?,"A.5.12, A.8.11","AC-3(3), MP-6","CC6.1, CC6.2",Article 9,Req 3.4.2,164.514(d),CIS 3.11,Yes/No,Dynamic data masking
Database Access,Database Auditing,DB-011,Are database queries logged with user identity and query details?,"A.8.15, A.8.16","AU-2, AU-3","CC7.2, CC7.3",Article 32,Req 10.2.2,164.312(b),CIS 8.2,Yes/No,Database query logging
Database Access,Database Auditing,DB-012,Are sensitive data access attempts alerted in real-time?,"A.8.16, A.8.15","SI-4(5), AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Sensitive data alerting
Database Access,Database Credentials,DB-013,Are database credentials never hardcoded in application code?,"A.5.17, A.8.23","IA-5(7), SA-11","CC6.1, CC6.7",Article 32,Req 6.5.10,164.312(a)(2)(iv),CIS 5.2,Yes/No,No hardcoded credentials
Database Access,Database Credentials,DB-014,Are database connection strings encrypted in configuration files?,"A.8.24, A.8.11","SC-28, SC-28(1)","CC6.1, CC6.7",Article 32,Req 3.4.1,164.312(a)(2)(iv),CIS 3.11,Yes/No,Encrypted connection strings
Infrastructure Access,SSH Key Management,INF-011,Are SSH keys managed centrally?,"A.5.17, A.5.18","IA-5(2), IA-5(7)","CC6.1, CC6.2",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,Centralized SSH key mgmt
Infrastructure Access,SSH Key Management,INF-012,Are SSH keys rotated regularly?,"A.5.17, A.5.18","IA-5(1), IA-5(2)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,SSH key rotation
Infrastructure Access,SSH Key Management,INF-013,Are SSH private keys encrypted with passphrases?,"A.5.17, A.8.24","IA-5(1), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,SSH key encryption
Infrastructure Access,SSH Key Management,INF-014,Are orphaned SSH keys identified and removed?,"A.5.17, A.5.18","IA-5(8), AC-2(12)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(3)(ii)(C),CIS 5.2,Yes/No,Orphaned key cleanup
Infrastructure Access,Certificate Management,INF-015,Are SSL/TLS certificates managed centrally?,"A.5.17, A.8.24","IA-5(2), SC-12","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Certificate management
Infrastructure Access,Certificate Management,INF-016,Are certificates monitored for upcoming expiration?,"A.5.17, A.8.8","IA-5(2), SI-2","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Certificate expiration monitoring
Infrastructure Access,Certificate Management,INF-017,Is automated certificate renewal implemented?,"A.5.17, A.8.8","IA-5(2), CM-3","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Auto certificate renewal
Infrastructure Access,Infrastructure as Code,INF-018,Are IAM policies for infrastructure defined as code?,"A.8.9, A.8.32","CM-2, CM-3","CC7.1, CC8.1",Article 32,Req 2.2.1,164.308(a)(5)(ii)(B),CIS 4.1,Yes/No,IAM as code
Infrastructure Access,Infrastructure as Code,INF-019,Are infrastructure IAM changes peer-reviewed via pull requests?,"A.8.32, A.8.9","CM-3(1), CM-3","CC7.1, CC8.1",Article 32,Req 6.5.2,164.308(a)(5)(ii)(B),CIS 4.2,Yes/No,IAM code review
Infrastructure Access,Secrets Scanning,INF-020,Are code repositories scanned for accidentally committed credentials?,"A.5.17, A.8.23","IA-5(7), SA-11","CC6.1, CC6.7",Article 32,Req 6.5.10,164.312(a)(2)(iv),CIS 5.2,Yes/No,Secret scanning
Infrastructure Access,Secrets Scanning,INF-021,Are pre-commit hooks used to prevent credential commits?,"A.5.17, A.8.23","IA-5(7), SA-11","CC6.1, CC6.7",Article 32,Req 6.5.10,164.312(a)(2)(iv),CIS 5.2,Yes/No,Pre-commit secret prevention
Emergency & Break-Glass Access,Emergency Communication,EMG-011,Is there a communication plan for emergency access activation?,"A.5.26, A.5.27","IR-4, IR-6","CC7.3, CC7.4",Article 33,Req 12.10.1,164.308(a)(6),CIS 17.1,Yes/No,Emergency communication plan
Emergency & Break-Glass Access,Emergency Documentation,EMG-012,Are emergency access procedures documented and accessible?,"A.5.18, A.5.10","AC-2, PL-1","CC6.1, CC6.2",Article 32,Req 12.1.2,164.308(a)(1)(i),CIS 5.4,Yes/No,Emergency procedure docs
Emergency & Break-Glass Access,Emergency Testing,EMG-013,Are emergency access procedures tested regularly?,"A.8.14, A.5.30","CP-4, CP-3","CC9.1, CC9.2",Article 32,Req 12.10.3,164.308(a)(7)(ii)(D),CIS 11.5,Yes/No,Emergency procedure testing
Emergency & Break-Glass Access,Emergency Authorization,EMG-014,Is emergency access authorized by multiple parties before use?,"A.5.18, A.8.2","AC-2(1), AC-3(2)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Multi-party emergency auth
Bot & Automation Access,Bot Identity Lifecycle,BOT-011,Is there a formal onboarding process for new automation accounts?,"A.5.16, A.5.18","IA-4, AC-2","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Bot onboarding process
Bot & Automation Access,Bot Identity Lifecycle,BOT-012,Are automation accounts deactivated when automation is retired?,"A.5.16, A.5.18","AC-2(3), AC-2(12)","CC6.1, CC6.2",Article 32,Req 8.2.6,164.308(a)(3)(ii)(C),CIS 5.3,Yes/No,Bot deactivation
Bot & Automation Access,Bot Monitoring,BOT-013,Are bot/automation activities distinguishable from human activities in logs?,"A.8.15, A.8.16","AU-3, AU-3(1)","CC7.2, CC7.3",Article 32,Req 10.3.5,164.312(b),CIS 8.2,Yes/No,Bot activity identification
Bot & Automation Access,Bot Monitoring,BOT-014,Are bot behavior anomalies detected and alerted?,"A.8.16, A.8.15","SI-4, SI-4(18)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Bot anomaly detection
Bot & Automation Access,Secrets in CI/CD,BOT-015,Are secrets injected into CI/CD pipelines securely?,"A.5.17, A.8.24","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,CI/CD secret injection
Bot & Automation Access,Secrets in CI/CD,BOT-016,Are CI/CD pipeline credentials rotated automatically?,"A.5.17, A.5.18","IA-5(1), IA-5(7)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Pipeline credential rotation
Bot & Automation Access,Webhook Security,BOT-017,Are webhook endpoints authenticated?,"A.8.3, A.8.23","IA-9, AC-3","CC6.1, CC6.2",Article 32,Req 6.5.10,164.312(a)(1),CIS 16.11,Yes/No,Webhook authentication
Bot & Automation Access,Webhook Security,BOT-018,Are webhook payloads validated and sanitized?,"A.8.23, A.8.3","SI-10, AC-4","CC6.1, CC6.2",Article 32,Req 6.5.1,164.312(a)(1),CIS 16.11,Yes/No,Webhook validation
Maturity & Effectiveness,Time-Based Metrics,MAT-011,What is the mean time to detect (MTTD) unauthorized access attempts?,"A.8.16, A.8.15","SI-4, AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Text/Numeric,MTTD metric
Maturity & Effectiveness,Time-Based Metrics,MAT-012,What is the mean time to respond (MTTR) to IAM security incidents?,"A.8.16, A.5.26","IR-4, IR-6","CC7.3, CC7.4",Article 33,Req 12.10.1,164.308(a)(6)(ii),CIS 17.2,Text/Numeric,MTTR metric
Maturity & Effectiveness,Access Efficiency,MAT-013,What percentage of access requests are fulfilled automatically without manual intervention?,"A.5.16, A.8.6",AC-2,"CC6.1, CC7.2",Article 32,Req 7.2.1,164.308(a)(4)(ii)(C),CIS 5.4,Text/Numeric,Automation rate
Maturity & Effectiveness,Access Efficiency,MAT-014,What is the false positive rate for access review campaigns?,"A.5.18, A.8.2",AC-2(12),"CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Text/Numeric,False positive rate
Maturity & Effectiveness,Access Efficiency,MAT-015,What percentage of users have excessive permissions (more than needed)?,"A.5.18, A.8.2","AC-6, AC-6(9)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(B),CIS 5.4,Text/Numeric,Over-privileged users
Maturity & Effectiveness,Security Posture,MAT-016,What percentage of users have MFA enabled?,"A.5.17, A.5.18",IA-2(1),"CC6.1, CC6.2",Article 32,Req 8.4.2,164.312(d),CIS 6.3,Text/Numeric,MFA adoption rate
Maturity & Effectiveness,Security Posture,MAT-017,What percentage of privileged accounts have MFA enabled?,"A.5.17, A.5.18","IA-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 8.4.3,164.312(d),CIS 6.3,Text/Numeric,Privileged MFA rate
Maturity & Effectiveness,Security Posture,MAT-018,How many dormant accounts exist in the environment?,"A.5.16, A.5.18","AC-2(3), IA-4(8)","CC6.1, CC6.2",Article 32,Req 8.2.6,164.308(a)(3)(ii)(C),CIS 5.3,Text/Numeric,Dormant account count
Maturity & Effectiveness,Security Posture,MAT-019,How many shared accounts exist across the organization?,"A.5.16, A.5.17","IA-2(5), IA-4(4)","CC6.1, CC6.2",Article 32,Req 8.2.2,164.312(a)(2)(i),CIS 5.2,Text/Numeric,Shared account count
Maturity & Effectiveness,Benchmark Comparison,MAT-020,How does the organization's IAM maturity compare to industry benchmarks?,"A.5.7, A.5.37","CA-2, PM-9","CC4.1, CC4.2",Article 32,Req 12.2,164.308(a)(8),CIS 2.6,Text,Industry benchmark comparison
Identity Proofing & Verification,Identity Verification Methods,IDV-001,What identity verification methods are used during account creation?,"A.5.16, A.5.17","IA-12, IA-12(2)","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Multiple Choice,Verification methods
Identity Proofing & Verification,Identity Verification Methods,IDV-002,Is document verification (passport driver license) performed for high-assurance identities?,"A.5.16, A.5.17","IA-12(2), IA-12(3)","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Document verification
Identity Proofing & Verification,Identity Verification Methods,IDV-003,Is biometric verification used for identity proofing?,"A.5.17, A.5.16","IA-12(3), IA-2(3)","CC6.1, CC6.2",Article 9,Req 8.2.1,164.312(d),CIS 5.1,Yes/No,Biometric proofing
Identity Proofing & Verification,Knowledge-Based Authentication,IDV-004,Is Knowledge-Based Authentication (KBA) used for identity verification?,"A.5.17, A.5.16","IA-12(4), IA-2(4)","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,KBA usage
Identity Proofing & Verification,Knowledge-Based Authentication,IDV-005,Are KBA questions dynamically generated and not easily guessable?,"A.5.17, A.5.16","IA-12(4), IA-5(1)","CC6.1, CC6.2",Article 32,Req 8.3.6,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Dynamic KBA
Identity Proofing & Verification,Continuous Verification,IDV-006,Is identity re-verification required for high-risk transactions?,"A.5.17, A.5.18","IA-2(12), AC-3(11)","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Transaction re-verification
Identity Proofing & Verification,Continuous Verification,IDV-007,Is periodic identity re-verification conducted for all users?,"A.5.16, A.5.17","IA-12(6), AC-2(12)","CC6.1, CC6.2",Article 32,Req 8.2.1,164.308(a)(3)(ii)(C),CIS 5.1,Yes/No,Periodic re-verification
Session Management & Control,Session Binding,SMC-001,Are sessions bound to specific devices or IP addresses?,"A.5.18, A.8.15","AC-12, SC-23","CC6.1, CC7.2",Article 32,Req 8.2.8,164.312(a)(2)(iii),CIS 4.3,Yes/No,Session binding
Session Management & Control,Session Binding,SMC-002,Are session tokens invalidated upon security-relevant changes (password change)?,"A.5.18, A.8.15","AC-12(1), IA-5(1)","CC6.1, CC7.2",Article 32,Req 8.2.8,164.312(a)(2)(iii),CIS 4.3,Yes/No,Token invalidation
Session Management & Control,Concurrent Sessions,SMC-003,Is the maximum number of concurrent sessions per user limited?,"A.5.18, A.8.15",AC-10,"CC6.1, CC6.2",Article 32,Req 8.2.7,164.312(a)(2)(iii),CIS 4.3,Yes/No,Concurrent session limits
Session Management & Control,Concurrent Sessions,SMC-004,Can users view and terminate their own active sessions?,"A.5.18, A.8.15","AC-10, AC-12","CC6.1, CC7.2",Article 15,Req 8.2.7,164.312(a)(2)(iii),CIS 4.3,Yes/No,Self-service session mgmt
Session Management & Control,Session Tokens,SMC-005,Are session tokens generated using cryptographically secure methods?,"A.8.24, A.5.17","SC-12, SC-13","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 3.11,Yes/No,Secure token generation
Session Management & Control,Session Tokens,SMC-006,Are session tokens transmitted only over encrypted connections?,"A.8.24, A.8.9","SC-8, SC-8(1)","CC6.1, CC6.7",Article 32,Req 4.2.1,164.312(e)(1),CIS 3.10,Yes/No,Encrypted token transmission
Session Management & Control,Session Tokens,SMC-007,Are session tokens protected against cross-site scripting (XSS) attacks?,"A.8.23, A.8.3","SI-10, AC-4","CC6.1, CC6.2",Article 32,Req 6.5.7,164.312(a)(1),CIS 16.11,Yes/No,XSS protection
Session Management & Control,Session Tokens,SMC-008,Are session tokens protected against cross-site request forgery (CSRF) attacks?,"A.8.23, A.8.3","SI-10, AC-4","CC6.1, CC6.2",Article 32,Req 6.5.9,164.312(a)(1),CIS 16.11,Yes/No,CSRF protection
Session Management & Control,Session Monitoring,SMC-009,Are anomalous session patterns detected (unusual locations times)?,"A.8.16, A.8.15","SI-4, SI-4(18)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Session anomaly detection
Session Management & Control,Session Monitoring,SMC-010,Are long-duration sessions flagged for review?,"A.8.15, A.8.16","AC-12, AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.5,Yes/No,Long session flagging
Privileged Session Recording,Recording Scope,PSR-001,Which privileged activities are recorded (all sessions command-level)?,"A.8.15, A.8.16","AC-6(9), AU-2","CC7.2, CC7.3",Article 32,Req 10.2.2,164.312(b),CIS 5.4,Multiple Choice,Recording scope
Privileged Session Recording,Recording Quality,PSR-002,Are session recordings sufficient quality for forensic analysis?,"A.8.15, A.8.16","AU-3, IR-4(1)","CC7.2, CC7.4",Article 32,Req 10.3,164.312(b),CIS 8.2,Yes/No,Recording quality
Privileged Session Recording,Recording Storage,PSR-003,Are session recordings stored securely with access controls?,"A.8.12, A.8.15","AU-9, AU-11","CC7.2, CC7.3",Article 32,Req 10.5,164.312(b),CIS 8.3,Yes/No,Recording storage security
Privileged Session Recording,Recording Retention,PSR-004,What is the retention period for privileged session recordings?,"A.8.12, A.8.15","AU-11, SI-12","CC7.3, CC7.4",Article 5,Req 10.5.1,164.312(b),CIS 8.3,Text/Numeric,Recording retention period
Privileged Session Recording,Recording Search,PSR-005,Can session recordings be searched by user timestamp or command?,"A.8.15, A.8.16","AU-6, AU-7","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.5,Yes/No,Recording searchability
Privileged Session Recording,Privacy Considerations,PSR-006,Are users notified that their privileged sessions are being recorded?,"A.5.2, A.8.15","PS-7, AU-2","CC6.1, CC7.2",Article 13,Req 10.2.2,164.520(b),CIS 8.2,Yes/No,Recording notification
Access Request Workflow,Self-Service Portal,ARW-001,Is there a self-service portal for users to request access?,"A.5.18, A.8.6","AC-2, AC-2(1)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Self-service portal
Access Request Workflow,Request Templates,ARW-002,Are pre-approved access request templates available for common roles?,"A.5.18, A.8.2","AC-2(7), AC-2(1)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Request templates
Access Request Workflow,Approval Routing,ARW-003,Is approval routing dynamic based on access type and risk?,"A.5.18, A.8.2","AC-2(1), RA-3","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Dynamic routing
Access Request Workflow,Approval Delegation,ARW-004,Can approvers delegate approval authority during absence?,"A.5.18, A.8.2","AC-2(1), AC-2(7)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Approval delegation
Access Request Workflow,Request Tracking,ARW-005,Can requestors track the status of their access requests?,"A.5.18, A.8.6",AC-2,"CC6.1, CC7.2",Article 15,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Request status tracking
Access Request Workflow,Request History,ARW-006,Is a complete history of access requests and approvals maintained?,"A.8.15, A.8.16","AU-2, AC-2(4)","CC7.2, CC7.3",Article 32,Req 10.2.5,164.312(b),CIS 8.2,Yes/No,Request history
Access Request Workflow,Emergency Requests,ARW-007,Is there an expedited process for emergency access requests?,"A.5.18, A.8.2","AC-2, AC-2(9)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Emergency request process
Access Request Workflow,Request Expiration,ARW-008,Do access requests expire if not acted upon within a defined timeframe?,"A.5.18, A.8.2",AC-2(1),"CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Request expiration
Regulatory & Compliance Specific,GDPR Specific,REG-001,Is there a Data Protection Officer (DPO) overseeing identity data processing?,"A.5.34, A.5.2",IP-1,CC6.1,Article 37,N/A,N/A,CIS 2.1,Yes/No,DPO designation
Regulatory & Compliance Specific,GDPR Specific,REG-002,Are records of processing activities (ROPA) maintained for IAM systems?,"A.5.34, A.8.15",IP-1,CC7.2,Article 30,N/A,N/A,CIS 3.1,Yes/No,ROPA maintenance
Regulatory & Compliance Specific,GDPR Specific,REG-003,Is data protection by default implemented in IAM systems?,"A.5.34, A.8.2","IP-1, AC-6","CC6.1, CC6.2",Article 25,N/A,N/A,CIS 5.4,Yes/No,Protection by default
Regulatory & Compliance Specific,PCI DSS Specific,REG-004,Are administrative accounts for cardholder data environment managed separately?,"A.5.18, A.8.2","AC-6(5), AC-2(7)","CC6.1, CC6.2",N/A,"Req 7.2.5, 8.2.2",N/A,CIS 5.4,Yes/No,CDE admin segregation
