iam_domain,question_id,section_id,question_text,answer_type,question_type,iso_27001_2022,nist_800_53_rev5,soc_2_tsc,gdpr,pci_dss_4_0,hipaa,cis_controls,
Multi-Factor Authentication (MFA),Q_541,MFA-ENF,Is MFA enforcement effectiveness reviewed by management?,yes_no_partial_with_text,follow_up,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_542,MFA-METH,Are approved MFA methods formally defined?,yes_no_partial_with_text,core,A.5.1,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_543,MFA-METH,Are hardware tokens supported as an MFA method?,yes_no_partial_with_text,follow_up,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_544,MFA-METH,Are software-based authenticator apps supported?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_545,MFA-METH,Are SMS-based OTP methods controlled or restricted?,yes_no_partial_with_text,follow_up,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_546,MFA-METH,Are biometric factors approved and regulated?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.5,
Multi-Factor Authentication (MFA),Q_547,MFA-METH,Are MFA methods risk-based?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_548,MFA-METH,Are weak MFA methods discouraged?,yes_no_partial_with_text,follow_up,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_549,MFA-METH,Are MFA methods periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_550,MFA-METH,Are deprecated MFA methods phased out?,yes_no_partial_with_text,follow_up,A.8.3,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_551,MFA-METH,Are MFA authentication mechanisms tested periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_552,MFA-REG,Is MFA registration mandatory for all users?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_553,MFA-REG,Are users authenticated before MFA enrollment?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_554,MFA-REG,Is MFA enrollment logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_555,MFA-REG,Are MFA enrollment steps documented?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_556,MFA-REG,Is identity verification required before enrollment?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_557,MFA-REG,Are multiple MFA devices supported per user?,yes_no_partial_with_text,follow_up,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_558,MFA-REG,Are failed enrollment attempts logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_559,MFA-REG,Are enrollment exceptions approved?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_560,MFA-REG,Is MFA deregistration controlled and approved?,yes_no_partial_with_text,follow_up,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Multi-Factor Authentication (MFA),Q_561,MFA-REG,Are MFA enrollment records retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_562,MFA-VER,Are OTP validity periods enforced?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.3.1,164.312(d),6.4,
Multi-Factor Authentication (MFA),Q_563,MFA-VER,Are replay attacks prevented during MFA verification?,yes_no_partial_with_text,core,A.8.24,SC-16,CC6.1,Art.32(1),4.2,164.312(e),3.1,
Multi-Factor Authentication (MFA),Q_564,MFA-VER,Are MFA challenges unique per session?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_565,MFA-VER,Are failed MFA attempts limited?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.6,164.308(a)(5),5.2,
Multi-Factor Authentication (MFA),Q_566,MFA-VER,Are MFA challenge responses encrypted?,yes_no_partial_with_text,core,A.8.24,SC-13,CC6.1,Art.32(1),4.1,164.312(e),3.1,
Multi-Factor Authentication (MFA),Q_567,MFA-VER,Are verification failures logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_568,MFA-VER,Are MFA verification logs monitored?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Multi-Factor Authentication (MFA),Q_569,MFA-VER,Are abnormal verification patterns escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Multi-Factor Authentication (MFA),Q_570,MFA-VER,Are verification settings periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_571,MFA-VER,Is MFA verification behavior tested during audits?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_572,MFA-FAIL,Are failed MFA attempts logged centrally?,yes_no_partial_with_text,core,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_573,MFA-FAIL,Are repeated MFA failures triggering account lockout?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.6,164.308(a)(5),5.2,
Multi-Factor Authentication (MFA),Q_574,MFA-FAIL,Are MFA system errors alerted to administrators?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Multi-Factor Authentication (MFA),Q_575,MFA-FAIL,Are fallback authentication mechanisms controlled?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Multi-Factor Authentication (MFA),Q_576,MFA-FAIL,Are fallback methods documented and approved?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_577,MFA-FAIL,Are MFA service outages tracked and analyzed?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Multi-Factor Authentication (MFA),Q_578,MFA-FAIL,Are emergency bypasses time-bound?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Multi-Factor Authentication (MFA),Q_579,MFA-FAIL,Are bypass approvals logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_580,MFA-FAIL,Are MFA failures correlated with SIEM alerts?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Multi-Factor Authentication (MFA),Q_581,MFA-FAIL,Are failure trends analyzed for improvement?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_582,MFA-MON,Are MFA events continuously monitored?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Multi-Factor Authentication (MFA),Q_583,MFA-MON,Are suspicious MFA patterns identified automatically?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Multi-Factor Authentication (MFA),Q_584,MFA-MON,Are MFA logs retained as per retention policy?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_585,MFA-MON,Are MFA alerts investigated and documented?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Multi-Factor Authentication (MFA),Q_586,MFA-MON,Are MFA monitoring dashboards reviewed regularly?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_587,MFA-MON,Are MFA-related incidents reported?,yes_no_partial_with_text,core,A.5.26,IR-6,CC7.3,Art.33,12.10.1,164.308(a)(6),17.3,
Multi-Factor Authentication (MFA),Q_588,MFA-GOV,Is MFA governance structure formally defined?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_589,MFA-GOV,Are roles and responsibilities for MFA oversight documented?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_590,MFA-GOV,Are MFA governance policies reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_591,MFA-GOV,Are MFA compliance audits conducted?,yes_no_partial_with_text,core,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_592,MFA-GOV,Are MFA audit findings tracked and resolved?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_593,MFA-GOV,Are governance KPIs defined for MFA effectiveness?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_594,MFA-GOV,Is senior management involved in MFA oversight?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_595,MFA-GOV,Are MFA governance risks managed?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Multi-Factor Authentication (MFA),Q_596,MFA-GOV,Are governance improvement plans implemented?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_597,MFA-GOV,Are governance documents version controlled?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Multi-Factor Authentication (MFA),Q_598,MFA-GOV,Is MFA maturity assessed periodically?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Multi-Factor Authentication (MFA),Q_599,MFA-GOV,Are governance training sessions provided?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Multi-Factor Authentication (MFA),Q_600,MFA-GOV,Are MFA governance reports retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Multi-Factor Authentication (MFA),Q_601,MFA-GOV,Is overall MFA effectiveness reviewed by leadership?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_602,AML-POL,Is a formal access monitoring and logging policy defined?,yes_no_partial_with_text,core,A.5.1,AU-2,CC7.2,Art.32(1),10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_603,AML-POL,Is the monitoring policy formally approved by management?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_604,AML-POL,Does the policy define systems subject to logging?,yes_no_partial_with_text,core,A.5.1,AU-12,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_605,AML-POL,Are critical access events identified in the policy?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.32(1),10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_606,AML-POL,Does the policy define log retention requirements?,yes_no_partial_with_text,core,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_607,AML-POL,Are monitoring roles and responsibilities defined?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_608,AML-POL,Are deviations from logging policy documented?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Access Monitoring & Logging (AML),Q_609,AML-POL,Is the policy reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_610,AML-POL,Is the monitoring policy communicated to stakeholders?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Access Monitoring & Logging (AML),Q_611,AML-POL,Is the policy aligned with regulatory requirements?,yes_no_partial_with_text,core,A.5.1,AU-2,CC7.2,Art.32(1),10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_612,AML-POL,Are logging standards referenced in the policy?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_613,AML-POL,Are policy changes version controlled?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_614,AML-POL,Is logging policy enforced technically?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.32(1),10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_615,AML-POL,Are policy exceptions approved by management?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Access Monitoring & Logging (AML),Q_616,AML-POL,Are monitoring policies audited periodically?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_617,AML-EVENT,Are user login events logged centrally?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_618,AML-EVENT,Are failed login attempts logged?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_619,AML-EVENT,Are logout events captured in logs?,yes_no_partial_with_text,follow_up,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_620,AML-EVENT,Are privilege escalation events logged?,yes_no_partial_with_text,core,A.8.2,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_621,AML-EVENT,Are access denial events recorded?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_622,AML-EVENT,Are file access activities logged?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_623,AML-EVENT,Are database access events logged?,yes_no_partial_with_text,core,A.8.2,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_624,AML-EVENT,Are administrator actions fully logged?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_625,AML-EVENT,Are system configuration changes logged?,yes_no_partial_with_text,core,A.8.9,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_626,AML-EVENT,Are access logs protected from tampering?,yes_no_partial_with_text,core,A.8.16,AU-9,CC7.2,Art.32(1),10.5,164.312(c)(1),8.2,
Access Monitoring & Logging (AML),Q_627,AML-EVENT,Are logs time-synchronized using a central time source?,yes_no_partial_with_text,core,A.8.17,AU-8,CC7.2,Art.32(1),10.4,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_628,AML-EVENT,Are log formats standardized?,yes_no_partial_with_text,follow_up,A.8.16,AU-12,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_629,AML-EVENT,Are logs stored in a secure central repository?,yes_no_partial_with_text,core,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_630,AML-EVENT,Are critical security events flagged automatically?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_631,AML-EVENT,Are event logging configurations documented?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_632,AML-EVENT,Are audit trails reviewed for completeness?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC2.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_633,AML-EVENT,Are logging failures detected and reported?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_634,AML-EVENT,Are logging systems monitored for performance issues?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_635,AML-EVENT,Are archived logs protected from deletion?,yes_no_partial_with_text,core,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_636,AML-EVENT,Are event logs retained as per policy?,yes_no_partial_with_text,core,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_637,AML-EVENT,Are event logs searchable for investigations?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_638,AML-EVENT,Are audit logs reviewed after security incidents?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Access Monitoring & Logging (AML),Q_639,AML-EVENT,Are event logging gaps identified and remediated?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_640,AML-EVENT,Are logs reviewed for anomalous user behavior?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_641,AML-EVENT,Is the effectiveness of logging reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_642,AML-REAL,Is real-time monitoring enabled for access events?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_643,AML-REAL,Are privileged sessions monitored in real time?,yes_no_partial_with_text,core,A.8.2,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_644,AML-REAL,Are critical system access activities monitored live?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_645,AML-REAL,Are real-time alerts generated for suspicious activities?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_646,AML-REAL,Are real-time monitoring rules documented?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_647,AML-REAL,Are monitoring thresholds defined?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_648,AML-REAL,Are deviations from normal access patterns flagged?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_649,AML-REAL,Are monitoring tools configured for continuous operation?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_650,AML-REAL,Are monitoring failures detected and escalated?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_651,AML-REAL,Is real-time monitoring performance reviewed regularly?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_652,AML-ANOM,Are anomaly detection mechanisms implemented?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_653,AML-ANOM,Are baseline user behavior patterns established?,yes_no_partial_with_text,core,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Access Monitoring & Logging (AML),Q_654,AML-ANOM,Are deviations from baseline behavior detected?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_655,AML-ANOM,Are anomaly detection rules reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_656,AML-ANOM,Are false positives analyzed and tuned?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_657,AML-ANOM,Are anomaly alerts prioritized based on risk?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_658,AML-ANOM,Are anomalous access patterns investigated?,yes_no_partial_with_text,core,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Access Monitoring & Logging (AML),Q_659,AML-ANOM,Are anomaly trends periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_660,AML-ANOM,Are anomaly detection mechanisms tested?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_661,AML-ANOM,Are anomaly detection configurations documented?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_662,AML-ANOM,Are machine-learning techniques used for anomaly detection?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Access Monitoring & Logging (AML),Q_663,AML-ANOM,Are insider threat behaviors monitored?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_664,AML-ANOM,Are abnormal login geolocations detected?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_665,AML-ANOM,Are abnormal access time patterns flagged?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_666,AML-ANOM,Are compromised account behaviors detected?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_667,AML-ANOM,Are anomaly reports generated automatically?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_668,AML-ANOM,Are anomaly reports reviewed by security teams?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Access Monitoring & Logging (AML),Q_669,AML-ANOM,Are detection thresholds adjusted dynamically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_670,AML-ANOM,Are anomaly detection KPIs defined?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_671,AML-ANOM,Is anomaly detection effectiveness reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_672,AML-ALERT,Are automated alerts generated for critical access violations?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_673,AML-ALERT,Are alerts prioritized based on severity?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Access Monitoring & Logging (AML),Q_674,AML-ALERT,Are alert response procedures documented?,yes_no_partial_with_text,core,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Access Monitoring & Logging (AML),Q_675,AML-ALERT,Are alerts acknowledged and tracked?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_676,AML-ALERT,Are delayed responses to alerts escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Access Monitoring & Logging (AML),Q_677,AML-ALERT,Are false alerts analyzed and tuned?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
